	Authors	Title	Citation	DOI	Year	Month	0	1	2	3	FINDINGS	Reported	Correction Date	Retraction	Correction	No Action	"SUM 
Completed"	URL	Home Site	Lab Size	Pub Rate	Other Journals	First Author Affiliation	First Author Career Duration	First Author Degree	First Author Degree Area	world_rank_x	country_x	national_rank	quality_of_education	alumni_employment	quality_of_faculty	publications	influence	citations_x	broad_impact	patents	score	year_x	world_rank_y	country_y	teaching	international	research	citations_y	income	total_score	num_students	student_staff_ratio	international_students	female_male_ratio	year_y	city_ascii	state_id	state_name	county_fips	county_name	lat	lng	population	density	source	military	incorporated	timezone	ranking	zips	county	labor_force	employed	unemployed	rate	(Grover) Falsified Media	Falsified Media (Manually labeled)
29	Ambrish Kumar, Daping Fan, Donald J. DiPette, Ugra S. Singh	Sparstolonin B, a Novel Plant Derived Compound, Arrests Cell Cycle and Induces Apoptosis in N-Myc Amplified and N-Myc Nonamplified Neuroblastoma Cells	PLOS ONE, May 2014 | Volume 9 | Issue 5 | e96343	10.1371/journal.pone.0096343	2014	5.0		1.0			Duplicated microscopy images	1	7/6/16		1.0		1	http://doi.org/10.1371/journal.pone.0096343	PLOS	12	[1.125, nan, nan, nan]	[['International Journal of Biological Macromolecules ', 'Biochemistry ', 'Biomolecular NMR Assignments ', 'Scientific Reports '], [], [], []]	National Institute of Immunology	9.0																																																	0.7339486	0
30	Bo Gao, Qiang Huang, Yan-Shui Lin, Bo-Yuan Wei, Yun-Shan Guo, Zhen Sun, Long Wang, Jing Fan, Hong-Yang Zhang, Yue-Hu Han, Xiao-Jie Li, Jun Shi, Jian Liu, Liu Yang, Zhuo-Jing Luo	Dose-Dependent Effect of Estrogen Suppresses the Osteo-Adipogenic Transdifferentiation of Osteoblasts via Canonical Wnt Signaling Pathway	PLoS ONE 9(6): e99137, June 11, 2014. doi:10.1371/journal.pone.0099137	10.1371/journal.pone.0099137	2014	6.0			1.0		Duplicated, and stretched microscopy images, multiple cases	1	12/2/14		1.0		1	http://doi.org/10.1371/journal.pone.0099137	PLOS	60	[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	[[], [], [], [], [], [], [], [], [], [], [], [], [], [], []]	Lanzhou University of Technology	8.0																																																	0.8341437	0
31	Yang Liu, Yuanyuan Liu, Chao Sun, Lu Gan, Luwei Zhang, Aihong Mao, Yuting Du, Rong Zhou, Hong Zhang	Carbon Ion Radiation Inhibits Glioma and Endothelial Cell Migration Induced by Secreted VEGF	PLOS ONE, June 2014 | Volume 9 | Issue 6 | e98448	10.1371/journal.pone.0098448	2014	6.0			1.0		Overlapping microscopy images	1	8/7/15		1.0		1	http://doi.org/10.1371/journal.pone.0098448	PLOS	27	[nan, nan, nan, nan, nan, nan, nan, nan, nan]	[[], [], [], [], [], [], [], [], []]	Emory University	4.0	Ph.D.	Gangarosa Department of Environmental Health	84.0	USA	51.0	367.0	146.0	116.0	67.0	60.0	93.0	41.0	55.0	51.85	2015.0	93	United States of America	49.0	42.9	32.4	89.5	42.3	55.5	12,338	4.5	18%	56:44:00	2015.0	Atlanta	GA	Georgia	13121.0	Fulton	33.7627	-84.4224	5449398.0	1441.0	polygon	False	True	America/New_York	1.0	30334 30331 30332 30309 30308 30305 30307 30303 30354 30327 30322 30326 30324 30319 30342 30306 30318 30316 30317 30314 30315 30312 30313 30310 30311 30363 30301 30302 30304 30321 30325 30333 30343 30348 30353 30355 30357 30361 30368 30369 30370 30371 30375 30377 30392 30394 30398 31106 31107 31126 31139 31141 31193 31195 31196	fulton	4,924	4,671	253	5.1	0.69313395	0
32	Manasa K. Nayak, Ayusman Dash, Nitesh Singh, Debabrata Dash	Aspirin Delimits Platelet Life Span by Proteasomal Inhibition	PLOS ONE, August 2014 | Volume 9 | Issue 8 | e105049, doi: 10.1371/journal.pone.0105049	10.1371/journal.pone.0105049	2014	8.0				1.0	Duplicated set of lanes within the same panel	1	12/12/14		1.0		1	http://doi.org/10.1371/journal.pone.0105049	PLOS	12	[nan, nan, nan, nan]	[[], [], [], []]	University of Iowa	13.0	MSc.	Department of Internal Medicine																											Iowa City	IA	Iowa	19103.0	Johnson	41.6559	-91.5303	118041.0	1133.0	polygon	False	True	America/Chicago	2.0	52245 52246 52240 52242 52243 52244	johnson	10,120	9,482	638	6.3	0.6988131	0
33	Wasia Rizwani, Aneesa Fasim, Deepshikha Sharma, Divya J. Reddy, Nabil A. M. Bin Omar, Surya S. Singh	S137 Phosphorylation of Profilin 1 Is an Important Signaling Event in Breast Cancer Progression	PLOS ONE, August 2014 | Volume 9 | Issue 8 | e103868	10.1371/journal.pone.0103868	2014	8.0		1.0			Duplicated microscopy panels	1	11/18/14		1.0		1	http://doi.org/10.1371/journal.pone.0103868	PLOS	15	[nan, nan, nan, nan, nan]	[[], [], [], [], []]	Osmania University	17.0	PhD	Department of Biochemistry																																															0.57273006	0
34	Shiuan Wang, Kai Li Tan, Melina A. Agosto, Bo Xiong, Shinya Yamamoto, Hector Sandoval, Manish Jaiswal, Vafa Bayat, Ke Zhang, Wu-Lin Charng, Gabriela David, Lita Duraine, Kartik Venkatachalam, Theodore G. Wensel, Hugo J. Bellen	The Retromer Complex Is Required for Rhodopsin Recycling and Its Loss Leads to Photoreceptor Degeneration	PLOS Biology, April 2014 | Volume 12 | Issue 4 | e1001847	10.1371/journal.pbio.1001847	2014	4.0		1.0			duplicated microscopy panels	1	5/28/15		1.0		1	http://doi.org/10.1371/journal.pbio.1001847	PLOS	60	[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	[[], [], [], [], [], [], [], [], [], [], [], [], [], [], []]	Baylor College of Medicine	7.0	BSc in Pharmacy	Program in Developmental Biology	121.0	USA	62.0	367.0	567.0	218.0	113.0	41.0	101.0	44.0	199.0	49.7	2015.0														Houston	TX	Texas	48201.0	Harris	29.7863	-95.3889	5464251.0	1399.0	polygon	False	True	America/Chicago	1.0	77069 77068 77061 77060 77063 77062 77065 77064 77067 77066 77036 77037 77034 77035 77032 77033 77030 77031 77038 77449 77489 77046 77045 77044 77040 77048 77201 77598 77018 77019 77015 77016 77017 77010 77011 77012 77013 77091 77093 77099 77053 77346 77345 77546 77547 77025 77024 77027 77026 77021 77020 77023 77022 77029 77028 77094 77096 77090 77098 77078 77079 77072 77073 77070 77071 77076 77077 77074 77075 77407 77047 77043 77041 77336 77339 77338 77003 77002 77007 77006 77005 77004 77009 77008 77571 77450 77082 77089 77088 77083 77081 77080 77087 77086 77085 77084 77092 77042 77054 77055 77056 77057 77058 77059 77396 77051 77506 77504 77001 77052 77202 77203 77204 77205 77206 77207 77208 77209 77210 77212 77213 77215 77216 77217 77218 77219 77220 77221 77222 77223 77225 77226 77227 77228 77229 77230 77231 77233 77234 77235 77236 77237 77241 77242 77243 77244 77245 77248 77249 77251 77252 77253 77254 77255 77256 77257 77259 77261 77262 77263 77266 77269 77270 77271 77272 77273 77274 77275 77282 77284 77287 77288 77289 77291 77292 77293 77297 77299 77315 77325 77411	harris	16,527	15,763	764	4.6	0.7578713	0
35	Apiruck Watthanasurorot, Netnapa Saelee, Amornrat Phongdara, Sittiruk Roytrakul, Pikul Jiravanichpaisal, Kenneth So_derhÃÂll, Irene SÃÂderhÃÂllGab	Astakine 2ÃÂthe Dark Knight Linking Melatonin to Circadian Regulation in Crustaceans	PLOS Genetics, March 2013 | Volume 9 | Issue 3 | e1003361, doi:10.1371/journal.pgen.1003361	10.1371/journal.pgen.1003361	2013	3.0				1.0	multiple cases of shifted blots, duplicated bands within blots	1	4/27/15	1.0			1	http://doi.org/10.1371/journal.pgen.1003361	PLOS	21	[nan, nan, nan, nan, nan, nan, nan]	[[], [], [], [], [], [], []]	Uppsala University	6.0		Division of Comparative Physiology	124.0	Sweden	3.0	73.0	321.0	70.0	95.0	75.0	93.0	103.0	871.0	49.57	2015.0	98	Sweden	40.2	57.5	53.0	70.9	39.6	54.6	25,266	18.2	12%	57:43:00	2015.0																					0.69015646	0
36	Dawn E. Watkins-Chow, Joanna Cooke, Ruth Pidsley, Andrew Edwards, Rebecca Slotkin, Karen E. Leeds, Raymond Mullen, Laura L. Baxter, Thomas G. Campbell, Marion C. Salzer, Laura Biondini, Gretchen Gibney, Franc _oise Phan Dinh Tuy, Jamel Chelly, H. Douglas Morris, Johannes Riegler, Mark F. Lythgoe, Ruth M. Arkell, Fabrizio Loreni, Jonathan Flint, William J. Pavan, David A. Keays	Mutation of the Diamond-Blackfan Anemia Gene Rps7 in Mouse Results in Morphological and Neuroanatomical Phenotypes	PLOS Genetics, January 2013 | Volume 9 | Issue 1 | e1003094	10.1371/journal.pgen.1003094	2013	1.0		1.0			duplicated microscopy panels	1	11/19/15		1.0		1	http://doi.org/10.1371/journal.pgen.1003094	PLOS	88	[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]																																																			0.6672279	0
37	Erica P. Homan, Caressa Lietman, Ingo Grafe, Jennifer Lennington, Roy Morello, Dobrawa Napierala, Ming-Ming Jiang, Elda M. Munivez, Brian Dawson, Terry K. Bertin, Yuqing Chen, Rhonald Lua, Olivier Lichtarge, John Hicks, Mary Ann Weis, David Eyre, Brendan H. L. Lee	Differential Effects of Collagen Prolyl 3-Hydroxylation on Skeletal Tissues	PLOS Genetics, January 23, 2014DOI: 10.1371	10.1371/journal.pgen.1004121	2014	1.0		1.0			duplicated western blot panels	1	6/3/14		1.0		1	http://doi.org/10.1371/journal.pgen.1004121	PLOS	68	[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]	Northeastern University		PhD	Department of Biology	275.0	USA	108.0	316.0	125.0	218.0	370.0	312.0	264.0	362.0	86.0	46.29	2015.0	185	United States of America	36.4	54.7	21.9	81.3	34	46.8	18,539	15.1	26%	50:50:00	2015.0	Boston	MA	Massachusetts	25025.0	Suffolk	42.3188	-71.0846	4688346.0	5532.0	polygon	False	True	America/New_York	1.0	02120 02121 02122 02124 02125 02126 02127 02128 02129 02467 02210 02215 02119 02118 02111 02110 02113 02115 02114 02116 02199 02134 02136 02135 02132 02131 02130 02203 02163 02152 02108 02109 02112 02117 02123 02133 02137 02196 02201 02205 02206 02211 02212 02217 02222 02241 02283 02284 02293 02297 02298	suffolk	446,558	403,388	43,170	9.7	0.72803277	0
38	Natalia Lopez-del Hoyo, Santiago Lopez-Begines, Jose Luis Rosa, Jeannie Chen, Ana Mendez	Functional EF-Hands in Neuronal Calcium Sensor GCAP2 Determine Its Phosphorylation State and Subcellular Distribution In Vivo and Are Essential for Photoreceptor Cell Integrity	PLOS Genetics, July 2014 | Volume 10 | Issue 7 | e1004480	10.1371/journal.pgen.1004480	2014	7.0		1.0			duplicated microscopy panels	1	10/17/14		1.0		1	http://doi.org/10.1371/journal.pgen.1004480	PLOS	15	[nan, nan, nan, nan, nan]	[[], [], [], [], []]	IDIBELL Bellvitge Biomedical Research Institute	16.0																																																	0.7980623	0
39	Cathleen D. Valentine, Marc O. Anderson, Feroz R. Papa, Peter M. Haggie	X-Box Binding Protein 1 (XBP1s) Is a Critical Determinant of Pseudomonas aeruginosa Homoserine Lactone-Mediated Apoptosis	PLOS Pathogens, August 2013 | Volume 9 | Issue 8 | e1003576	10.1371/journal.ppat.1003576	2013	8.0		1.0			Duplicated microscopy panels	1	5/19/16		1.0		1	http://doi.org/10.1371/journal.ppat.1003576	PLOS	12	[nan, nan, nan, nan]	[[], [], [], []]	University of California, San Francisco	2.0		Department of Medicine	26.0	USA	19.0	367.0	567.0	20.0	22.0	7.0	15.0	11.0	56.0	63.69	2015.0																																		0.5079167	0
40	Shipan Dai, Murugesan V. S. Rajaram, Heather M. Curry, Rachel Leander, Larry S. Schlesinger	Fine Tuning Inflammation at the Front Door: Macrophage Complement Receptor 3-mediates Phagocytosis and Immune Suppression for Francisella tularensis	PLOS Pathogens, January 2013 | Volume 9 | Issue 1 | e1003114	10.1371/journal.ppat.1003114	2013	1.0				1.0	Duplicated or mirrored blot panels, or lanes within blots	1	3/9/16		1.0		1	http://doi.org/10.1371/journal.ppat.1003114	PLOS	15	[nan, nan, nan, nan, nan]	[[], [], [], [], []]	The Ohio State University	17.0		Department of Microbial Infection and Immunity																											Columbus	OH	Ohio	39049.0	Franklin	39.9862	-82.985	1562009.0	1582.0	polygon	False	True	America/New_York	1.0	43026 43109 43054 43220 43221 43222 43223 43224 43081 43228 43227 43211 43213 43212 43215 43214 43217 43219 43002 43004 43068 43085 43240 43229 43235 43232 43231 43230 43119 43110 43017 43016 43137 43210 43202 43203 43201 43206 43207 43204 43205 43209 43218 43236 43251 43260 43266 43268 43270 43271 43272 43279 43287 43291	franklin	14,424	13,786	638	4.4	0.69475853	0
41	Vicente RamÃÂrez,  Ana LÃÂpez, Brigitte Mauch-Mani, Ma JosÃÂ Gil, Pablo Vera_	An Extracellular Subtilase Switch for Immune Priming in Arabidopsis	PLOS Pathogens, June 2013 | Volume 9 | Issue 6 | e1003445	10.1371/journal.ppat.1003445	2013	6.0			1.0		Duplicated/stretched images of a leaf, duplicated gel panels	1	11/2/16		1.0		1	http://doi.org/10.1371/journal.ppat.1003445	PLOS	15	[nan, nan, nan, nan, nan]	[[], [], [], [], []]	Technical University of Valencia	6.0																																																	0.75863343	0
42	Haitao Wei, Song Wang, Qinghuang Chen, Yuhai Chen, Xiaojuan Chi, Lianfeng Zhang, Shile Huang, George F. Gao, Ji-Long Chen	Suppression of Interferon Lambda Signaling by SOCS-1 Results in Their Excessive Production during Influenza Virus Infection	PLOS Pathogens, January 2014 | Volume 10 | Issue 1 | e1003845	10.1371/journal.ppat.1003845	2014	1.0			1.0		Duplicated blot panels, shifted	1	1/14/16		1.0		1	http://doi.org/10.1371/journal.ppat.1003845	PLOS	27	[nan, nan, nan, nan, nan, nan, nan, nan, nan]	[[], [], [], [], [], [], [], [], []]	University of Delaware	8.0		Department of Electrical and Computer Engineering	281.0	USA	109.0	318.0	337.0	135.0	272.0	304.0	234.0	292.0	120.0	46.21	2015.0	180	United States of America	29.0	40.6	36.3	73.1	99.3	47	19,262	15.9	10%	56:44:00	2015.0	Newark	NJ	New Jersey	34013.0	Essex	40.7245	-74.1725	282011.0	4509.0	polygon	False	True	America/New_York	2.0	07103 07102 07105 07104 07107 07106 07108 07112 07114 07101 07175 07188 07191 07192 07193 07195 07198 07199	essex	414,660	374,075	40,585	9.8	0.35982725	0
43	Meleri Jones, Inga R. Dry, Dan Frampton, Manuraj Singh, Ravinder K. Kanda, Michael B. Yee, Paul Kellam, Michael Hollinshead, Paul R. Kinchington, Edel A. OÃÂToole, Judith Breuer 	RNA-seq Analysis of Host and Viral Gene Expression Highlights Interaction between Varicella Zoster Virus and Keratinocyte Differentiation	PLOS Pathogens, January 2014 | Volume 10 | Issue 1 | e1003896	10.1371/journal.ppat.1003896	2014	1.0			1.0		Duplicated shifted blot panel	1	7/22/14		1.0		1	http://doi.org/10.1371/journal.ppat.1003896	PLOS	40	[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	[[], [], [], [], [], [], [], [], [], []]	Queen Mary, University of London	9.0																																																	0.5770936	0
44	Miti Jearaphunt, Chadanat Noonin, Pikul Jiravanichpaisal, Seiko Nakamura, Anchalee Tassanakajon, Irene So_derhÃÂll, Kenneth SÃÂderhÃÂllati	Caspase-1-Like Regulation of the proPO-System and Role of ppA and Caspase-1-Like Cleaved Peptides from proPO in Innate Immunity	PLOS Pathogens 2014, April 2014 | Volume 10 | Issue 4 | e1004059, doi:10.1371/journal.ppat.1004059	10.1371/journal.ppat.1004059	2014	4.0		1.0			Duplicated microscopy panels	1	5/20/16		1.0		1	http://doi.org/10.1371/journal.ppat.1004059	PLOS	21	[nan, nan, nan, nan, nan, nan, nan]	[[], [], [], [], [], [], []]	Uppsala University	22.0			124.0	Sweden	3.0	73.0	321.0	70.0	95.0	75.0	93.0	103.0	871.0	49.57	2015.0	98	Sweden	40.2	57.5	53.0	70.9	39.6	54.6	25,266	18.2	12%	57:43:00	2015.0																					0.7457156	0
45	Niyas Kudukkil Pulloor, Sajith Nair, Aleksandar D. Kostic, Pradeep Bist, Jeremy D. Weaver, Andrew M. Riley, Richa Tyagi, Pradeep D. Uchil, John D. York, Solomon H. Snyder, Adolfo GarcÃÂµ__a-Sastre, Barry V. L. Potter, Rongtuan Lin, Stephen B. Shears, Ramnik J. Xavier, Manoj N. Krishnan	Human Genome-Wide RNAi Screen Identifies an Essential Role for Inositol Pyrophosphates in Type-I Interferon Response	PLOS Pathogens, February 2014 | Volume 10 | Issue 2 | e1003981	10.1371/journal.ppat.1003981	2014	2.0			1.0		Duplicated, and shifted western blot panels	1	10/23/14		1.0		1	http://doi.org/10.1371/journal.ppat.1003981	PLOS	64	[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]	Duke-NUS Medical School	7.0																																																	0.7725463	0
46	Verity G. Kew, Jinxiang Yuan, Jeffery Meier, Matthew B. Reeves	Mitogen and Stress Activated Kinases Act Co-operatively with CREB during the Induction of Human Cytomegalovirus Immediate-Early Gene Expression from Latency	PLOS Pathogens,  June 2014 | Volume 10 | Issue 6 | e1004195	10.1371/journal.ppat.1004195	2014	6.0			1.0		Rotated western blot	1	9/5/14		1.0		1	http://doi.org/10.1371/journal.ppat.1004195	PLOS	12	[nan, nan, nan, nan]	[[], [], [], []]	University of Cambridge	3.0		Department of Medicine	4.0	United Kingdom	1.0	2.0	10.0	5.0	11.0	6.0	12.0	13.0	48.0	96.81	2015.0	5	United Kingdom	89.7	87.8	95.6	95.2	51.1	92	18,812	11.8	34%	46:54:00	2015.0																					0.7414829	0
47	Michelle Khai Khun Yap, Nget Hong Tan, Si Mui Sim, Shin Yee Fung, Choo Hock Tan	Pharmacokinetics of Naja sumatrana (Equatorial Spitting Cobra) Venom and Its Major Toxins in Experimentally Envenomed Rabbits	PLOS Neglected Tropical Diseases June 2014 | Volume 8 | Issue 6 | e28901	10.1371/journal.pntd.0002890	2014	1.0				1.0	duplicated, stretched blot panels with duplicated area within blot	1	9/30/14		1.0		1	http://doi.org/10.1371/journal.pntd.0002890	PLOS	15	[nan, nan, nan, nan, nan]	[[], [], [], [], []]	Minjiang University	6.0	Doctor of Philosophy	Institution of Oceanography																																															0.56526816	0
48	Jianming Chen, Julian I. Rood, and Bruce A. McClane	Epsilon-Toxin Production by Clostridium perfringens Type D Strain CN3718 Is Dependent upon the agr Operon but Not the VirS/VirR Two-Component Regulatory System	mBio 2(6):  2011	10.1128/mBio.00275-11	2011				1.0		Overlapping microscopy images, multiple times	1	1/27/15		1.0		1	http://doi.org/10.1128/mBio.00275-11	ASM	9	[nan, nan, nan]	[[], [], []]	Universiti Sains Malaysia			Advanced Medical and Dental Institute (AMDI)																																															0.7657615	0
49	Doblin Sandai, Yin Zhikang, Laura Selway, David Stead, Janet Walker, Michelle D. Leach, Iryna Bohovych, Iuliana V. Ene, Stavroula Kastora, Susan Budge, Carol A. Munro, Frank C. Odds, Neil A. R. Gow, and Alistair J. P. Brown	The Evolutionary Rewiring of Ubiquitination Targets Has Reprogrammed the Regulation of Carbon Assimilation in the Pathogenic Yeast Candida albicans	mBio 3(6): 2012	10.1128/mBio.00495-12	2012			1.0			Duplicated western blots	1	1/20/15		1.0		1	http://doi.org/10.1128/mBio.00495-12	ASM	56	[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	[[], [], [], [], [], [], [], [], [], [], [], [], [], []]	Duke University Medical Center	17.0	Doctor of Philosophy	Department of Molecular Genetics and Microbiology																																															0.766434	0
50	Anusha M. Gopalakrishnan, and Nirbhay Kumar	Opposing Roles for Two Molecular Forms of Replication Protein A in Rad51-Rad54-Mediated DNA Recombination in Plasmodium falciparum	mBio 4(3): 2013	10.1128/mBio.00252-13	2013				1.0		Duplicated agarose gel panels	1	2/3/15		1.0		1	http://doi.org/10.1128/mBio.00252-13	ASM	6	[nan, nan]	[[], []]	Augustana University	10.0		Department of Periodontics (1)																																															0.65584195	0
51	Christopher W. Cutler, Paul I. Eke, Caroline A. Genco, Thomas E. Van Dyke, and Roland R. Arnold	Hemin-Induced Modifications of the Antigenicity and Hemin-Binding Capacity of Porphyromonas gingivalis Lipopolysaccharide	Infect. Immun. June 1996, p. 2282ÃÂ2287 Vol. 64, No. 6	10.1128/iai.64.6.2282-2287.1996	1996					1.0	Cut, and duplicated SDS PAGE parts	1				1.0	1	http://pubmed.ncbi.nlm.nih.gov/8675338	PubMed	15	[nan, nan, nan, nan, nan]	[[], [], [], [], []]	Augustana University	11.0																																																	0.7610673	0
52	Brenda A. Wilson, Virgilio G. Ponferrada, Jefferson E. Vallence, and Mengfei Ho	Localization of the Intracellular Activity Domain of Pasteurella multocida Toxin to the N Terminus	Infection, and Immunity, Jan. 1999, p. 80ÃÂ87 Vol. 67, No. 1	10.1128/IAI.67.1.80-87.1999	1999			1.0			Identical microscopy panels, might be error	1				1.0	1	http://pubmed.ncbi.nlm.nih.gov/9864199 	PubMed	12	[nan, nan, nan, nan]	[[], [], [], []]	Louisiana State University	24.0			332.0	USA	121.0	270.0	177.0	218.0	292.0	215.0	197.0	353.0	458.0	45.61	2015.0														Baton Rouge	LA	Louisiana	22033.0	East Baton Rouge	30.4418	-91.131	570308.0	983.0	polygon	False	True	America/Chicago	2.0	70836 70808 70809 70802 70803 70801 70806 70807 70805 70820 70819 70811 70815 70814 70816 70804 70813 70821 70822 70823 70825 70827 70831 70833 70835 70873 70874 70891 70892 70893 70894 70895 70898						0.7668231	0
